지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
청담중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구압구정로61길36,서울특별시강남구압구정로61길36,37.5131023,127.0469142,3660,4436,Y,02-3423-7718,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구상암로14길77,서울특별시강남구상암로14길77,37.5139848,127.0565207,4380,5309,Y,02-6969-6406,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강명중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구상일로12길56,서울특별시강남구상일로12길56,37.5060158,127.0524918,1995,2418,Y,02-428-2433,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강명초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구상일로74-1,서울특별시강남구상일로74-1,37.5229625,127.0498309,2089,2532,Y,02-427-3900,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강일고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구아리수로98길40,서울특별시강남구아리수로98길40,37.5184985,127.0539509,3000,3636,Y,02-2045-6003,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강일중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구암사동414-17,서울특별시강남구암사동414-17,37.5161265,127.05525,1127,1366,Y,02-481-1502,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
강일초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구아리수로98길24,서울특별시강남구아리수로98길24,37.523452,127.058408,2800,3393,Y,02-427-0525,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
고덕중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구동남로82길94,서울특별시강남구동남로82길94,37.5183075,127.0606196,5300,6424,Y,02-470-7074,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
고덕초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구아리수로82길42,서울특별시강남구아리수로82길42,37.5201521,127.0609811,4100,4969,Y,02-470-9772,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
고명초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강남구고덕로46길53,서울특별시강남구고덕로46길53,37.5189411,127.0621196,2780,3369,Y,02-3427-0351,,강남구,,,,미적용,,,,1,,,강남구,02-3423-6942,2018-08-06
광문고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구동남로968,서울특별시강동구동남로968,37.5498981,127.1606201,4992,6050,Y,02-427-2872,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
길동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구양재대로116길69,서울특별시강동구양재대로116길69,37.55131231,127.1574894,4074,4938,Y,02-489-0061,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
대명초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구상암로271,서울특별시강동구상암로271,37.5694325,127.1756663,3672,4450,Y,02-441-3492,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
동명근린공원축구장,지진대피소,옥외대피소,공원,서울특별시강동구고덕동229-0,서울특별시강동구고덕동229-0,37.54592025,127.1299696,8000,9696,Y,02-441-55315,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
동북중고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구강동대로305,서울특별시강동구강동대로305,37.55547487,127.1749882,8474,10271,Y,02-475-4986,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
동신중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구진황도로72,서울특별시강동구진황도로72,37.55475456,127.1733935,1793,2173,Y,02-483-4446,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
두레공원,지진대피소,옥외대피소,공원,서울특별시강동구고덕동497-0,서울특별시강동구고덕동497-0,37.56417533,127.1774164,13460,16315,Y,02-6969-6406,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
둔촌고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구명일로140,서울특별시강동구명일로140,37.5552329,127.138257,2602,3153,Y,02-485-9873,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
둔촌중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구진황도로61길25-30,서울특별시강동구진황도로61길25-30,37.56532894,127.1772469,3677,4456,Y,02-3425-6440,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
명덕초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구양재대로156길11,서울특별시강동구양재대로156길11,37.55998397,127.1612973,3831,4643,Y,02-426-1749,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
명원초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구명일동39-0,서울특별시강동구명일동39-0,37.56106882,127.1666245,5237,6347,Y,02-3425-6444,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
명일공원(상일동산),지진대피소,옥외대피소,공원,서울특별시강동구상일동184,서울특별시강동구상일동184,37.55264973,127.1468648,15000,18181,Y,02-3426-6474,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
명일여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구명일로350,서울특별시강동구명일로350,37.56029146,127.1581909,4700,5696,Y,02-481-8191,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
명일초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구암사동418-18,서울특별시강동구암사동418-18,37.5382491,127.1444646,4424,5362,Y,02-428-6200,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
묘곡초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구동남로79길46,서울특별시강동구동남로79길46,37.54713703,127.1532899,3545,4296,Y,02-441-6756,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
배재고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구고덕동313-0,서울특별시강동구고덕동313-0,37.56119323,127.1649392,15000,18181,Y,02-441-1670,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
배재중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구고덕동313-0,서울특별시강동구고덕동313-0,37.51996257,127.1413125,3647,4420,Y,02-441-1670,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
상일여자고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구상일동189-0,서울특별시강동구상일동189-0,37.53659845,127.1341213,4873,5906,Y,02-428-0435,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
상일초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구천호대로1477,서울특별시강동구천호대로1477,37.55797533,127.1522343,2195,2660,Y,02-3427-6324,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
샘터공원,지진대피소,옥외대피소,공원,서울특별시강동구고덕동287-0,서울특별시강동구고덕동287-0,37.53087487,127.1445956,12272,14875,Y,02-441-4656,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
서울컨벤션고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구동남로964,서울특별시강동구동남로964,37.53063183,127.1464887,1298,1573,Y,02-472-8700,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
선린초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구진황도로61길29,서울특별시강동구진황도로61길29,37.55690301,127.1465319,4303,5215,Y,02-3425-6440,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
선사고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구고덕로25길17,서울특별시강동구고덕로25길17,37.55139562,127.1508182,3240,3927,Y,02-471-6353,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
선사초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구올림픽로837,서울특별시강동구올림픽로837,37.548994,127.16566,1763,2136,Y,02-489-3215,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
성내중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구성안로7길36,서울특별시강동구성안로7길36,37.55024078,127.150009,4383,5312,Y,02-475-4879,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
성내초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구성내로3길19,서울특별시강동구성내로3길19,37.55384391,127.1420295,2607,3160,Y,02-471-8900,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
성내하니공원,지진대피소,옥외대피소,공원,서울특별시강동구성내동533-0,서울특별시강동구성내동533-0,37.55829579,127.1533134,7770,9418,Y,02-426-0678,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
성덕고등학교운동장(성덕여자중학교운동장),지진대피소,옥외대피소,운동장,서울특별시강동구구천면로396,서울특별시강동구구천면로396,37.55568132,127.15121,6309,7647,Y,02-475-4620,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
성일초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구성내동531-0,서울특별시강동구성내동531-0,37.55572086,127.1509646,3498,4240,Y,02-426-8223,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
신명중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구명일로24길33,서울특별시강동구명일로24길33,37.54924126,127.1699849,3000,3636,Y,02-474-2754,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
신명초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구명일로24길25,서울특별시강동구명일로24길25,37.54716299,127.172286,3000,3636,Y,02-475-5762,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
신암중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구고덕로65,서울특별시강동구고덕로65,37.56168703,127.1590657,5097,6178,Y,02-475-4641,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
신암초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구올림픽로93길33-16,서울특별시강동구올림픽로93길33-16,37.55930215,127.1580318,4555,5521,Y,02-3784-3936,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
암사유적지부설주차장,지진대피소,옥외대피소,기타,서울특별시강동구암사동139-2,서울특별시강동구암사동139-2,37.5292615,127.1457488,2838,3440,Y,02-2045-7742,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
일자산공원중앙광장,지진대피소,옥외대피소,공원,서울특별시강동구동남로660,서울특별시강동구동남로660,37.55630819,127.1359174,2231,2704,Y,02-3425-6440,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
일자산그린웨이캠핑장,지진대피소,옥외대피소,공원,서울특별시강동구동남로660,서울특별시강동구동남로660,37.55601085,127.1286813,2157,2614,Y,02-3425-6440,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
천동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구성안로200,서울특별시강동구성안로200,37.5298158,127.1268806,1844,2235,Y,02-489-2776,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
천일초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구천호동217-70,서울특별시강동구천호동217-70,37.52917171,127.129711,2643,3203,Y,02-441-2156,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
천호공원광장,지진대피소,옥외대피소,공원,서울특별시강동구천호동360-0,서울특별시강동구천호동360-0,37.53127626,127.1224646,1300,1575,Y,02-3428-5115,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
천호중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구상암로153,서울특별시강동구상암로153,37.55053139,127.1420471,3628,4397,Y,02-470-6353,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
천호초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구구천면로310-11,서울특별시강동구구천면로310-11,37.52942301,127.1284211,2197,2663,Y,02-475-5591,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
한산중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구둔촌동161-1,서울특별시강동구둔촌동161-1,37.54093992,127.1499497,3240,3927,Y,02-473-6520,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
한산초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구풍성로261,서울특별시강동구풍성로261,37.54147721,127.1496291,5242,6353,Y,02-3425-6440,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
강북중학교운동장,지진대피소,옥외대피소,운동장,서울특별시강동구한천로150길67,서울특별시강동구한천로150길67,37.555913,127.1330304,3576,4334,Y,02-999-4103,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
푸른공원,지진대피소,옥외대피소,공원,서울특별시강동구인수동516-44,서울특별시강동구인수동516-44,37.54931104,127.1243013,731,886,Y,02-901-6925,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
보등골어린이공원,지진대피소,옥외대피소,공원,서울특별시강동구인수동605-209,서울특별시강동구인수동605-209,37.55996099,127.1294478,438,530,Y,02-901-6925,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
삼산길마을마당,지진대피소,옥외대피소,기타,서울특별시강동구인수동535-154,서울특별시강동구인수동535-154,37.53591456,127.15411,506,613,Y,02-901-6925,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
인수동마을마당,지진대피소,옥외대피소,기타,서울특별시강동구인수동553-3,서울특별시강동구인수동553-3,37.5361114,127.5361114,385,466,Y,02-901-6925,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
솔밭공원,지진대피소,옥외대피소,공원,서울특별시강동구삼양로561,서울특별시강동구삼양로561,37.54057604,127.1375694,7647,9269,Y,02-901-6925,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
우이동교통광장,지진대피소,옥외대피소,기타,서울특별시강동구우이동산99-2,서울특별시강동구우이동산99-2,37.54405132,127.1333202,2185,2648,Y,02-901-5968,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
무너미어린이공원,지진대피소,옥외대피소,공원,서울특별시강동구수유동281-2,서울특별시강동구수유동281-2,37.54467056,127.1264708,260,315,Y,02-901-6925,,강동구,,,,미적용,,,,1,,,강동구,02-3425-5175,2018-08-06
